Actor Type,Actor Type (group),Attack Context,Attack Context (group),Calculation2,Calculation2 - Split 2,City,Country,Country Code,Day Of Dateclean,Details,Incident Id,Lat,Location,Long,Means Of Attack,Means Of Attack (group),Region,Gender Female,Gender Male,Gender Unknown,Latitude,Longitude,Total Affected,Total Internationals,Total Kidnapped,Total Killed,Total Nationals,Total Wounded
Host state,Host state,Combat/Crossfire,Combat/Crossfire,36.671667 35.638611),35.638611),Maarrat Al-Numan,Syrian Arab Republic,SY,2/18/2020,"One male national pharmacist and director of an INGO supported health centre was killed by regime shelling in Maarrat Al-Numan.
",3049,36.671667,POINT(36.671667 35.638611),35.638611,Shelling,Explosives,Idlib,0,1,0,35.638611,36.671667,1,0,0,1,1,0
Host state,Host state,Combat/Crossfire,Combat/Crossfire,36.633333 35.933333),35.933333),Maar Tahroma,Syrian Arab Republic,SY,11/12/2019,"5 male NGO volunteers were injured, and 1 killed by heavy regime artillery shelling in IMaar Tahroma, Idlib. Reports indicate as the 6 member team were carrying out search and rescue operations, they were deliberately targeted by the heavy regime artillery shelling.",2816,36.633333,POINT(36.633333 35.933333),35.933333,Shelling,Explosives,Idlib,0,6,0,35.933333,36.633333,6,0,0,1,6,5
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,70.44959 34.41712),34.41712),Beasi Ekmalati,Afghanistan,AF,7/7/2010,"1 INGO national staff killed when AOG fired six mortars towards JAF. At least two projectiles impacted in a residential area west of JAF, killing the INGO national staff member in his residence and injuring two civilians (not counted).",977,70.44959,POINT(70.44959 34.41712),34.41712,Shelling,Explosives,Nangarhar,0,0,1,34.41712,70.44959,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,65.701536 31.610269),31.610269),Kandahar,Afghanistan,AF,8/25/2009,1 ICRC national staff killed at home during a shelling,915,65.701536,POINT(65.701536 31.610269),31.610269,Shelling,Explosives,Kandahar,0,0,1,31.610269,65.701536,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,80.41667 9.16667),9.16667),,Sri Lanka,LK,3/16/2009,"1 INGO national staff gravely wounded (leg severed) as a result of shelling in the no fire zone, and later died due to lack of medical care.",826,80.41667,POINT(80.41667 9.16667),9.16667,Shelling,Explosives,Northern,0,0,1,9.16667,80.41667,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,80.815 9.268),9.268),Vanni Mullivaikkal,Sri Lanka,LK,5/8/2009,"1 INGO national staff killed in a shell attack at Mullivaikal, Vanni in a No Fire Zone.",844,80.815,POINT(80.815 9.268),9.268,Shelling,Explosives,Northern,0,0,1,9.268,80.815,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,80.70382459 7.878),7.878),,Sri Lanka,LK,4/8/2009,1 ICRC national staff hit by a shell while getting water for his family in a coastal area in the north held by Tamil Tiger rebels.,835,80.70382459,POINT(80.70382459 7.878),7.878,Shelling,Explosives,,0,1,0,7.878,80.70382459,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,80.70382459 7.878),7.878),,Sri Lanka,LK,5/13/2009,"1 national RC worker killed along with his mother (not included) during an assault in shelling.
",845,80.70382459,POINT(80.70382459 7.878),7.878,Shelling,Explosives,,0,1,0,7.878,80.70382459,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,80.41667 9.16667),9.16667),,Sri Lanka,LK,3/4/2009,1 ICRC national staff in Vanni was killed by shelling Wednesday around 5:00 p.m. while return from sending some of the seriously wounded patients from Maaththa'lan hospital in ICRC ship.,817,80.41667,POINT(80.41667 9.16667),9.16667,Shelling,Explosives,Northern,0,1,0,9.16667,80.41667,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,38.996815 34.802075),34.802075),,Syrian Arab Republic,SY,11/14/2016,A Syrian Red Crescent volunteer from Iblib was killed on or around the 14th of December. He was hit by shrapnel from shelling in the area and was in the branch office at the time.,2194,38.996815,POINT(38.996815 34.802075),34.802075,Shelling,Explosives,,0,1,0,34.802075,38.996815,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,38.996815 34.802075),34.802075),,Syrian Arab Republic,SY,7/17/2016,A UN national staff member was killed in a mortar attack while returning home.,2208,38.996815,POINT(38.996815 34.802075),34.802075,Shelling,Explosives,,0,1,0,34.802075,38.996815,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,37.13426 36.202105),36.202105),Al Ramosa,Syrian Arab Republic,SY,8/11/2016,A volunteer for an NGO died amid shelling on the neighborhood of Al Ramosa in Aleppo while performing his service to the community.,2175,37.13426,POINT(37.13426 36.202105),36.202105,Shelling,Explosives,Aleppo,0,1,0,36.202105,37.13426,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.103306 32.626434),32.626434),Nahta,Syrian Arab Republic,SY,6/19/2018,One national male volunteer in Nahta city was killed during search and rescue operations after the area was hit by artillery fire.,2509,36.103306,POINT(36.103306 32.626434),32.626434,Shelling,Explosives,Daraa,0,1,0,32.626434,36.103306,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.658386 34.733389),34.733389),Al Waer,Syrian Arab Republic,SY,2/28/2017,"One volunteer died while performing humanitarian activities in Al-Waer, Homs. Reportedly, the team he was working with in the field was targeted by aerial artillery fire and he died while rescuing civilians in the area.",2233,36.658386,POINT(36.658386 34.733389),34.733389,Shelling,Explosives,Homs,0,1,0,34.733389,36.658386,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.202047 35.811564),35.811564),Bdama,Syrian Arab Republic,SY,12/25/2017,One volunteer was killed in Bdama when the area where he was helping to rescue civilians that had been victims of a shell attack was fired upon again.,2345,36.202047,POINT(36.202047 35.811564),35.811564,Shelling,Explosives,Idlib,0,1,0,35.811564,36.202047,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.401956 33.57244),33.57244),Douma,Syrian Arab Republic,SY,12/11/2017,One volunteer was killed in Douma when the area he was performing humanitarian services in was shelled.,2215,36.401956,POINT(36.401956 33.57244),33.57244,Shelling,Explosives,Rural Damascus,0,1,0,33.57244,36.401956,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,44.017799 13.577589),13.577589),,Yemen,YE,11/18/2016,"More than twenty civilians were killed (not counted here), including one aid worker for an INGO, during the shelling of a local market in Taiz. The aid worker was off-duty at the time and was killed by the blast. The motive and perpetrators of this attack are unknown.",2190,44.017799,POINT(44.017799 13.577589),13.577589,Shelling,Explosives,Taiz,0,1,0,13.577589,44.017799,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,40.135034 35.329652),35.329652),Deir ez-Zor,Syrian Arab Republic,SY,10/23/2017,"A Syrian Arab Red Crescent volunteer was killed in the line of duty in Deir Ezzour on 23 October while the volunteer was giving First Aid support and was in the vicinity of mortar fire. Initial reports suggest it was a wrong place wrong time incident. At the same time, another volunteer was wounded.
",2437,40.135034,POINT(40.135034 35.329652),35.329652,Shelling,Explosives,Deir ez-Zor,0,2,0,35.329652,40.135034,2,0,0,1,2,1
Foreign or coalition forces,Foreign or coalition forces,Combat/Crossfire,Combat/Crossfire,37.549444 47.095833),47.095833),Mariupol,Ukraine,UA,3/15/2022,"Two INGO staff members were killed when a Russian tank shelled a building in the centre of Mariupol housing the INGO office.
",3550,37.549444,POINT(37.549444 47.095833),47.095833,Shelling,Explosives,Donetsk,0,0,2,47.095833,37.549444,2,0,0,2,2,0
Host state,Host state,Combat/Crossfire,Combat/Crossfire,36.36 35.816667),35.816667),Ariha,Syrian Arab Republic,SY,11/4/2020,"Two INGO national male staff members were reportedly killed after Syrian regime artillery shelling hit the car they were travelling in in Ariha city, Idlib.&nbsp;
",3108,36.36,POINT(36.36 35.816667),35.816667,Shelling,Explosives,Idlib,0,2,0,35.816667,36.36,2,0,0,2,2,0
Host state,Host state,Combat/Crossfire,Combat/Crossfire,36.6 35.816667),35.816667),Ariha,Syrian Arab Republic,SY,11/4/2020,"Two NGO workers were killed in Ariha by Syrian Armed Forces shelling.
",3288,36.6,POINT(36.6 35.816667),35.816667,Shelling,Explosives,Idlib,0,2,0,35.816667,36.6,2,0,0,2,2,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,43.400012 36.179124),36.179124),Hamadaniya,Syrian Arab Republic,SY,2/8/2017,"One Red Crescent staff member was killed and seven staff and volunteers were wounded - three of them critically, during a suspected mortar attack.  Update: One Red Crescent volunteer who was wounded in the February 8th attack on a SARC distribution centre in Hamadaniya, Aleppo, died as a result of his injuries on February 11th.",2232,43.400012,POINT(43.400012 36.179124),36.179124,Shelling,Explosives,Aleppo,0,1,3,36.179124,43.400012,4,0,0,2,4,2
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,35.84972 34.43667),34.43667),,Lebanon,LB,6/11/2007,"2 national RC workers killed Monday at a Palestinian refugee camp in northern Lebanon as Lebanese forces and Islamic militants battled. The two were killed when a militant group's mortar shell struck their vehicle
",546,35.84972,POINT(35.84972 34.43667),34.43667,Shelling,Explosives,North,0,2,0,34.43667,35.84972,2,0,0,2,2,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,37.14138732 36.1741983),36.1741983),Al Mashhad,Syrian Arab Republic,SY,9/19/2016,"On April 09, 2016 two staff members of a UN implementing partner were critically injured and then died as a result of their injuries due to a shelling attack on their position in Al-Mashhadl.",2262,37.14138732,POINT(37.14138732 36.1741983),36.1741983,Shelling,Explosives,Aleppo,0,2,0,36.1741983,37.14138732,2,0,0,2,2,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.409376 33.572772),33.572772),,Syrian Arab Republic,SY,3/21/2018,"One volunteer died after sustaining life-threatening injuries while helping affected civilians after an attack in Douma, Eastern Ghouta. Two other volunteers were also killed in the same area by artillery shelling while supporting civilians affected by earlier attacks.",2391,36.409376,POINT(36.409376 33.572772),33.572772,Shelling,Explosives,Rural Damascus,0,3,0,33.572772,36.409376,3,0,0,3,3,0
Foreign or coalition forces,Foreign or coalition forces,Combat/Crossfire,Combat/Crossfire,40.3714 36.6606),36.6606),Rashidiyya,Syrian Arab Republic,SY,11/3/2019,"An INGO medical team was caught in a reported mortar attack by Turkish Armed Forces and the Free Syrian Army at a project site in the north-eastern town of Rashidiyya where they were providing medical aid. In the attack, one international staff member was killed after shrapnel hit his head and another international staff was wounded.",2789,40.3714,POINT(40.3714 36.6606),36.6606,Shelling,Explosives,Al-Hasakah,0,2,0,36.6606,40.3714,2,2,0,1,0,1
Host State,Host state,Combat/Crossfire,Combat/Crossfire,24.85 14.6833333),14.6833333),Anka,Sudan,SD,9/17/2015,"Reportedly, one INGO national staff member was injured when SAF military supported by SAF aircraft and militias opened fire on the Zaghawa community in Anka.",2008,24.85,POINT(24.85 14.6833333),14.6833333,Shooting,Shooting,North Darfur,0,0,1,14.6833333,24.85,1,0,0,0,1,1
Host state,Host state,Combat/Crossfire,Combat/Crossfire,34.3215106 31.4772871),31.4772871),,Occupied Palestinian Territories,PS,1/1/2003,"2 RC national staff wounded by Israeli fire in Gaza.
",274,34.3215106,POINT(34.3215106 31.4772871),31.4772871,Shooting,Shooting,Gaza Strip,0,0,2,31.4772871,34.3215106,2,0,0,0,2,2
Host state,Host state,Combat/Crossfire,Combat/Crossfire,-5.552778 15.279167),15.279167),Nampalari,Mali,ML,5/11/2020,"One INGO national male staff was injured after Malian Armed Forces fired at the humanitarian vehicle at a checkpoint in Nampalari, Niono, Segou.&nbsp;
",3180,-5.552778,POINT(-5.552778 15.279167),15.279167,Shooting,Shooting,Segou,0,1,0,15.279167,-5.552778,1,0,0,0,1,1
Host state,Host state,Combat/Crossfire,Combat/Crossfire,93.2 20.6),20.6),Mrauk U,Myanmar,MM,7/29/2019,"One male INGO national staff member was shot by Myanmar military officers while riding his motorcycle through Mrauk U township in Rakhine State. Army reports indicate the staff member was carrying a grenade and was charged under a counterterrorism law after being taken to the hospital to receive treatment.
",2743,93.2,POINT(93.2 20.6),20.6,Shooting,Shooting,Rakhine,0,1,0,20.6,93.2,1,0,0,0,1,1
Host state,Host state,Combat/Crossfire,Combat/Crossfire,35.265833 31.7625),31.7625),Abu Dis,Occupied Palestinian Territories,PS,8/16/2019,"One Palestinian Red Crescent volunteer paramedic was shot in the head by the Israeli Army with a rubber bullet. The incident reportedly occurred while the paramedic was trying to assist victims during clashes in the town of Abu Dis, east of Jerusalem. He was transferred to the hospital for medical treatment.
",2762,35.265833,POINT(35.265833 31.7625),31.7625,Shooting,Shooting,Jerusalem,0,1,0,31.7625,35.265833,1,0,0,0,1,1
Host state,Host state,Combat/Crossfire,Combat/Crossfire,34.303056 31.344444),31.344444),Khan Younis,Occupied Palestinian Territories,PS,8/23/2019,"One male volunteer paramedic for the Palestinian Red Crescent Society and one male volunteer paramedic for a local NGO were both wounded with plastic-coated steel bullets at demonstrations in Khan Younis district of the Gaza Strip. The staff members were struck on the left thigh and neck respectively.
",2770,34.303056,POINT(34.303056 31.344444),31.344444,Shooting,Shooting,Gaza Strip,0,2,0,31.344444,34.303056,2,0,0,0,2,2
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,21.991001 6.539036),6.539036),Bria,Central African Republic,CF,2/10/2015,One INGO security guard was caught in the crossfire when French and ex-Seleka forces began heavy fighting. A stray bullet grazed his head and he received medical attention for his wound.,2120,21.991001,POINT(21.991001 6.539036),6.539036,Shooting,Shooting,Haute-Kotto,0,1,0,6.539036,21.991001,1,0,0,0,1,1
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,31.57125 4.859363),4.859363),Juba,South Sudan,SS,7/8/2016,On INGO driver was shot in the foot during a crossfire incident at a checkpoint in Juba. He was hospitalized as a result of his injury.,2250,31.57125,POINT(31.57125 4.859363),4.859363,Shooting,Shooting,Central Equatoria,0,1,0,4.859363,31.57125,1,0,0,0,1,1
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,30.029697 9.306617),9.306617),Nimni,South Sudan,SS,4/18/2018,"One INGO male staff member sustained a gunshot wound during clashes between government troops and SPLA opposition fighters in Nimni, Guit county. The aid worker was in the wrong place at the wrong time and was not targeted for being an aid worker.",2594,30.029697,POINT(30.029697 9.306617),9.306617,Shooting,Shooting,Unity,0,1,0,9.306617,30.029697,1,0,0,0,1,1
Non-state armed group: Subnational,Non-state armed group,Combat/Crossfire,Combat/Crossfire,44.233333 33.85),33.85),Dujail,Iraq,IQ,8/1/2018,"One national INGO staff member was shot and injured when caught in crossfire involving a local militia in a public location in Dujail, Saladin province.",2688,44.233333,POINT(44.233333 33.85),33.85,Shooting,Shooting,Salah Al-Din,0,1,0,33.85,44.233333,1,0,0,0,1,1
Non-state armed group: Subnational,Non-state armed group,Combat/Crossfire,Combat/Crossfire,25.141667 11.276667),11.276667),Gereida,Sudan,SD,3/2/2021,"One INGO staff member was hit by stray bullet during intercommunal fighting in Gereida.
",3588,25.141667,POINT(25.141667 11.276667),11.276667,Shooting,Shooting,South Darfur,0,1,0,11.276667,25.141667,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Combat/Crossfire,Combat/Crossfire,18.030248 26.666955),26.666955),Al-Thanawiya,Libyan Arab Jamahiriya,LY,4/22/2018,One INGO national staff member was shot in the foot by a stray bullet during crossfire between two armed actors. He was treated in a medical clinic and released the same day. The incident occurred in Sebha Al-Thanawiya.,2651,18.030248,POINT(18.030248 26.666955),26.666955,Shooting,Shooting,South,0,1,0,26.666955,18.030248,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Combat/Crossfire,Combat/Crossfire,22.4649083 13.447898),13.447898),El Geneina,Sudan,SD,12/30/2019,"One male INGO national staff member on leave at the time, was shot in the leg during tribal clash crossfire in El Geneina, West Darfur. The staff member was taken to a military hospital nearby for treatment, but was evacuated to Khartoum by the government where his leg was amputated.",2862,22.4649083,POINT(22.4649083 13.447898),13.447898,Shooting,Shooting,West Darfur,0,1,0,13.447898,22.4649083,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Combat/Crossfire,Combat/Crossfire,31.57125 4.859363),4.859363),Juba,South Sudan,SS,7/9/2016,"A driver for an INGO (UN implementing partner) was shot during crossfire between anti-government forces and government forces in Juba city. The driver, badly wounded, needed to be MEDIVACED to Uganda for treatment.",2285,31.57125,POINT(31.57125 4.859363),4.859363,Shooting,Shooting,Central Equatoria,0,1,0,4.859363,31.57125,1,0,0,0,1,1
Police or paramilitary,Police or paramilitary,Combat/Crossfire,Combat/Crossfire,33.108889 4.078333),4.078333),,South Sudan,SS,7/17/2022,"One NGO staff was injured in an incident after a regular forces staff member was shot and killed in a community in Ikotos county. Prison forces responded to the incident and killed 2 people in the community and injured the NGO staff.
",3606,33.108889,POINT(33.108889 4.078333),4.078333,Shooting,Shooting,Eastern Equatoria,0,0,1,4.078333,33.108889,1,0,0,0,1,1
Police or paramilitary,Police or paramilitary,Combat/Crossfire,Combat/Crossfire,13.191389 32.887222),32.887222),Tripoli,Libyan Arab Jamahiriya,LY,6/19/2018,One national INGO staff member was shot and injured when caught in police operation crossfire on a road in Tripoli.,2689,13.191389,POINT(13.191389 32.887222),32.887222,Shooting,Shooting,West,0,1,0,32.887222,13.191389,1,0,0,0,1,1
Police or paramilitary,Police or paramilitary,Combat/Crossfire,Combat/Crossfire,32.58252 0.347596),0.347596),Kampala,Uganda,UG,7/4/2018,"One male national INGO staff member while on leave in Kampala, was caught amidst a riot while travelling. Police fired to disperse the crowd and the staff member was shot in the leg.",2580,32.58252,POINT(32.58252 0.347596),0.347596,Shooting,Shooting,Central,0,1,0,0.347596,32.58252,1,0,0,0,1,1
Unaffiliated,Unknown,Combat/Crossfire,Combat/Crossfire,33.008586 7.050637),7.050637),Lekuangole,South Sudan,SS,9/19/2018,"One national staff member was caught between inter-communal violence in Likuangole, Pibor County. The staff member sustained a non-fatal gunshot wound in the crossfire.",2525,33.008586,POINT(33.008586 7.050637),7.050637,Shooting,Shooting,Jonglei,0,1,0,7.050637,33.008586,1,0,0,0,1,1
Unaffiliated,Unknown,Combat/Crossfire,Combat/Crossfire,30.153157 8.296968),8.296968),,South Sudan,SS,9/28/2017,"A male national staff member was shot during a fight between from conflicting Padeah and Kur villages, which started at the airstrip while an ICRC distribution was taking place. It is not know if he was shot at the distribution site or somewhere else.",2431,30.153157,POINT(30.153157 8.296968),8.296968,Shooting,Shooting,Unity,0,1,0,8.296968,30.153157,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,35.2568883 32.2204986),32.2204986),Nablus,Occupied Palestinian Territories,PS,9/22/2008,One INGO national staff wounded in when military firearms discharged.,970,35.2568883,POINT(35.2568883 32.2204986),32.2204986,Shooting,Shooting,West Bank,0,0,1,32.2204986,35.2568883,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,25.08565623 11.329444),11.329444),,Sudan,SD,12/1/2004,1 INGO national staff wounded when police fired on a wedding celebration in the camp.,340,25.08565623,POINT(25.08565623 11.329444),11.329444,Shooting,Shooting,South Darfur,0,0,1,11.329444,25.08565623,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,30 16),16),Kalma Refugee Camp,Sudan,SD,11/1/2004,"1 INGO national staff shot in foot during fighting in Kalma camp, Nov 14.",331,30,POINT(30 16),16,Shooting,Shooting,South Darfur,0,0,1,16,30,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,33.05 7.783333),7.783333),Akobo,South Sudan,SS,2/18/2018,One national INGO staff member was injured when shot in accidental crossfire. The perpetrator is currently unknown at this time.,2698,33.05,POINT(33.05 7.783333),7.783333,Shooting,Shooting,Jonglei,0,0,1,7.783333,33.05,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,67.709953 33.93911),33.93911),,Afghanistan,AF,10/1/2004,1 UN national staff wounded when hit in shootout.,323,67.709953,POINT(67.709953 33.93911),33.93911,Shooting,Shooting,,0,1,0,33.93911,67.709953,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,21.991944 6.536944),6.536944),Bria,Central African Republic,CF,3/24/2017,"A national staff member was struck by a stray round in the marketplace. The staff member was not on-duty at the time and the incident was most likely not the result of him working for an international non-governmental organization.
",2427,21.991944,POINT(21.991944 6.536944),6.536944,Shooting,Shooting,Haute-Kotto,0,1,0,6.536944,21.991944,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,43.164 36.356648),36.356648),Mosul,Iraq,IQ,5/8/2017,"In Mosul, one national staff member was shot in the leg by a stray round.",2495,43.164,POINT(43.164 36.356648),36.356648,Shooting,Shooting,Ninewa,0,1,0,36.356648,43.164,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,33.031683 10.065777),10.065777),,South Sudan,SS,8/11/2015,One INGO contracted off-duty guard was shot in Mabon when shooting started outside of the compound. The wound was severe and required medical attention.,2133,33.031683,POINT(33.031683 10.065777),10.065777,Shooting,Shooting,Upper Nile,0,1,0,10.065777,33.031683,1,0,0,0,1,1
Host State,Host state,Combat/Crossfire,Combat/Crossfire,70.472943 34.419849),34.419849),Jalalabad,Afghanistan,AF,10/1/2016,A UN agency national staff member was killed at a family residence in a crossfire which occurred during a search operation by Afghan forces. Further details on the incident are not currently available.,2173,70.472943,POINT(70.472943 34.419849),34.419849,Shooting,Shooting,Nangarhar,0,1,0,34.419849,70.472943,1,0,0,1,1,0
Host state,Host state,Combat/Crossfire,Combat/Crossfire,34.386018 31.401936),31.401936),Khan Younis,Occupied Palestinian Territories,PS,5/11/2019,"One Palestinian paramedic with the Palestinian Red Crescent was reportedly shot in the face with a rubber bullet, while preforming humanitarian activities, by the Israeli military. The military shots came from the border wall east of Khan Younis on May 11, 2019. On June 11, 2019 the RC volunteer succumbed to his wounds and died in a hospital in Gaza.
",2704,34.386018,POINT(34.386018 31.401936),31.401936,Shooting,Shooting,Gaza Strip,0,1,0,31.401936,34.386018,1,0,0,1,1,0
Host state,Host state,Combat/Crossfire,Combat/Crossfire,35.110296 31.413847),31.413847),Dheisha Refugee Camp,Occupied Palestinian Territories,PS,3/27/2019,"One male national INGO volunteer was reportedly shot and killed by Israeli forces during a clash at the Dheisha refugee camp south of Bethlehem in the West Bank. Reports outline the volunteer paramedic was working within the camp, when others in the area throwing rocks prompted a response from Israeli soldiers.
",2614,35.110296,POINT(35.110296 31.413847),31.413847,Shooting,Shooting,West Bank,0,1,0,31.413847,35.110296,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,19.183333 7),7),Kaga-Bandoro,Central African Republic,CF,10/13/2016,One ICRC staff member was reportedly killed during clashes between Ex-Seleka militia and MINUSCA forces in Kaga-Bandoro.,2934,19.183333,POINT(19.183333 7),7,Shooting,Shooting,Nan-Grebizi,0,0,1,7,19.183333,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,67.709953 33.93911),33.93911),,Afghanistan,AF,8/1/1998,1 UN national staff killed while fleeing advancing Taliban forces. Discovered Nov 27.,54,67.709953,POINT(67.709953 33.93911),33.93911,Shooting,Shooting,,0,1,0,33.93911,67.709953,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,64.6237758 35.9261784),35.9261784),,Afghanistan,AF,8/29/2009,1 INGO national staff killed when their vehicle was caught in crossfire between Taliban and militias.,880,64.6237758,POINT(64.6237758 35.9261784),35.9261784,Shooting,Shooting,Faryab,0,1,0,35.9261784,64.6237758,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,-0.005494 16.247142),16.247142),Gao,Mali,ML,5/21/2015,"Clashes between anti-government armed groups resulted in the death of one INGO staff member and a number of civilians (not counted).
",1977,-0.005494,POINT(-0.005494 16.247142),16.247142,Shooting,Shooting,Gao,0,1,0,16.247142,-0.005494,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,-10.9495705 7.9967363),7.9967363),Segbwema,Sierra Leone,SL,3/22/1998,"1 ICRC national staff member (and his son) killed during killed in an exchange of fire between ECOMOG and the AFRC/RUF near Segbwema.
",39,-10.9495705,POINT(-10.9495705 7.9967363),7.9967363,Shooting,Shooting,Eastern,0,1,0,7.9967363,-10.9495705,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,31.52236 9.24411),9.24411),,South Sudan,SS,10/2/2021,"An INGO national staff in Pigi county was shot and killed after being caught in fighting between SPLA IO factions.
",3466,31.52236,POINT(31.52236 9.24411),9.24411,Shooting,Shooting,Jonglei,0,1,0,9.24411,31.52236,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,32.356095 7.181962),7.181962),"Padlek, Karisa",South Sudan,SS,1/17/2016,"A number of civilians were attacked by SPLA soldiers that had deserted. Four were killed in the violence, including a locally contracted guard for an INGO.",2075,32.356095,POINT(32.356095 7.181962),7.181962,Shooting,Shooting,Jonglei,0,1,0,7.181962,32.356095,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,31.9574 7.9651),7.9651),Payai,South Sudan,SS,4/18/2017,One national staff member working for an INGO was shot and killed by government troops in the course of an offensive on the community.,2466,31.9574,POINT(31.9574 7.9651),7.9651,Shooting,Shooting,Jonglei,0,1,0,7.9651,31.9574,1,0,0,1,1,0
Non-state armed group: Regional,Non-state armed group,Combat/Crossfire,Combat/Crossfire,12.506667 13.1),13.1),Damasak,Nigeria,NG,3/14/2021,"One humanitarian staff member was reportedly killed by a stray bullet during a clash between ISWA militants and the Nigerian Armed Forces.
",3270,12.506667,POINT(12.506667 13.1),13.1,Shooting,Shooting,Borno,0,0,1,13.1,12.506667,1,0,0,1,1,0
Non-state armed group: Regional,Non-state armed group,Combat/Crossfire,Combat/Crossfire,43.28727 3.72496),3.72496),,Somalia,SO,8/12/2008,1 INGO national staff killed and two women wounded (not included) in a crossfire that involved al-Shabaab militias and Wajid airstrip guards. The guards were reportedly asked to hand over their weapons to the al-Shabaab militias which they refused prompting a shootout.,713,43.28727,POINT(43.28727 3.72496),3.72496,Shooting,Shooting,Bakool,0,0,1,3.72496,43.28727,1,0,0,1,1,0
Non-state armed group: Subnational,Non-state armed group,Combat/Crossfire,Combat/Crossfire,20.675651 5.767948),5.767948),Bambari,Central African Republic,CF,1/19/2019,"One INGO staff member and a local teacher (not counted here) were reportedly killed amidst a barrage of gunfire on January 19, 2019, in Bambari Town. Reports indicate UCP militants and UN soldiers were present in the area and involved in the violent clash.",2610,20.675651,POINT(20.675651 5.767948),5.767948,Shooting,Shooting,Ouaka,0,0,1,5.767948,20.675651,1,0,0,1,1,0
Non-state armed group: Subnational,Non-state armed group,Combat/Crossfire,Combat/Crossfire,32.0298672 8.0412978),8.0412978),Pieri,South Sudan,SS,5/17/2020,"Two&nbsp;INGO staff members were injured and one killed, after intense intercommunal clashes and cattle raids broke out in Pieri, Uror country. The INGO had to temporarily suspend operations in the village.
",2963,32.0298672,POINT(32.0298672 8.0412978),8.0412978,Shooting,Shooting,Jonglei,0,0,3,8.0412978,32.0298672,3,0,0,1,3,2
